address,item_index,latitude,longitude,map_url,name,phone,phone_href,raw_data_coord,raw_data_lat,raw_data_long,raw_data_map_url,raw_html
"Lənkəran rayonu, Lənkəran şəhəri, 20 yanvar, ev 71, AZ4200",166,38.754714634041534,48.83820693204585,,Medican Hospital,(+994 70) 255 02 98 • (+994 50) 255 02 98,tel:(+994 70) 255 02 98 • (+994 50) 255 02 98,"[38.754714634041534, 48.83820693204585]",38.754714634041534,48.83820693204585,,"<div class=""accordion-header each-item result-item"" data-coord=""[38.754714634041534, 48.83820693204585]"" data-lat=""38.754714634041534"" data-long=""48.83820693204585"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Medican Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Qaradağ rayon, Sahil qəsəbəsi, B.Əliyev küçəsi 33",167,40.22087677970392,49.57355529679066,,Sədəf Müalicə-Diaqnostika Mərkəzi,(+994 12) 446 32 01 • (+994 55) 402 32 01,tel:(+994 12) 446 32 01 • (+994 55) 402 32 01,"[40.22087677970392, 49.57355529679066]",40.22087677970392,49.57355529679066,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.22087677970392, 49.57355529679066]"" data-lat=""40.22087677970392"" data-long=""49.57355529679066"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Sədəf Müalicə-Diaqnostika Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/locati..."
"Bakı şəhəri ,Binəqədi rayonu,Şövkət Məmmədova,4C",168,40.42068342251845,49.84685675346022,,Medipoint Klinikası,(+994 12) 377 01 22 • (+994 10) 317 01 22,tel:(+994 12) 377 01 22 • (+994 10) 317 01 22,"[40.42068342251845, 49.84685675346022]",40.42068342251845,49.84685675346022,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.42068342251845, 49.84685675346022]"" data-lat=""40.42068342251845"" data-long=""49.84685675346022"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Medipoint Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Sumqayıt şəhəri, S.Vurğun küçəsi 92a",169,40.60464231082823,49.66469700135381,,Şəfqət Klinikası,(+994 186) 54 14 24,tel:(+994 186) 54 14 24,"[40.60464231082823, 49.66469700135381]",40.60464231082823,49.66469700135381,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.60464231082823, 49.66469700135381]"" data-lat=""40.60464231082823"" data-long=""49.66469700135381"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Şəfqət Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>S..."
"Bakı şəhəri, Yasamal rayonu, Əbdulvahab Salamzadə 593",170,40.39178095710002,49.809800322768155,,Bakı Bərpa Mərkəzi,(+994 12) 432 87 88,tel:(+994 12) 432 87 88,"[40.39178095710002, 49.809800322768155]",40.39178095710002,49.809800322768155,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39178095710002, 49.809800322768155]"" data-lat=""40.39178095710002"" data-long=""49.809800322768155"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Bakı Bərpa Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <sp..."
"Bakı şəhəri, Nizami küçəsi 162",171,40.37711935698237,49.85447646930796,,FALCK Klinikası,(+994 55) 500 30 26 • (+994 12) 599 85 87 / 88,tel:(+994 55) 500 30 26 • (+994 12) 599 85 87 / 88,"[40.37711935698237, 49.85447646930796]",40.37711935698237,49.85447646930796,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.37711935698237, 49.85447646930796]"" data-lat=""40.37711935698237"" data-long=""49.85447646930796"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">FALCK Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Kürdəmir rayonu, Xırdapay kəndi",172,40.35539558622153,48.16071482493255,,AS Tibb Mərkəzi,(+994 50) 350 74 20 • (+994 50) 450 06 04,tel:(+994 50) 350 74 20 • (+994 50) 450 06 04,"[40.35539558622153, 48.16071482493255]",40.35539558622153,48.16071482493255,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.35539558622153, 48.16071482493255]"" data-lat=""40.35539558622153"" data-long=""48.16071482493255"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">AS Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Kü..."
"Bakı şəhəri , Yusif Vəzir Çəmənzəminli küçəsi 18",173,40.40205984593175,49.83435603575693,,Türk-Amerikan Medical Center,(+994 50) 230 04 50,tel:(+994 50) 230 04 50,"[40.40205984593175, 49.83435603575693]",40.40205984593175,49.83435603575693,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40205984593175, 49.83435603575693]"" data-lat=""40.40205984593175"" data-long=""49.83435603575693"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Türk-Amerikan Medical Center</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.sv..."
"Bakı şəhəri, Binəqədi rayonu, Şövkət Məmmədova küçəsi 52",174,40.425114145446734,49.84711269764273,,West Hospital,(+994 12) 404 76 06,tel:(+994 12) 404 76 06,"[40.425114145446734, 49.84711269764273]",40.425114145446734,49.84711269764273,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.425114145446734, 49.84711269764273]"" data-lat=""40.425114145446734"" data-long=""49.84711269764273"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">West Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Sabirabad rayonu, Heydər Əliyev prospekti 48",175,40.00470480995327,48.47134716695069,,Omeqa Hospital,(+994 21) 235 90 50 • (+994 55/70) 372 95 65,tel:(+994 21) 235 90 50 • (+994 55/70) 372 95 65,"[40.00470480995327, 48.47134716695069]",40.00470480995327,48.47134716695069,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.00470480995327, 48.47134716695069]"" data-lat=""40.00470480995327"" data-long=""48.47134716695069"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Omeqa Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Sab..."
"Bakı şəhəri, Sabit Rəhman küçəsi 35",176,40.400558266492006,49.83691926830452,,Lanset Cərrahlıq Klinikası,(+994 12) 448 47 02 • (+994 70) 887 13 13,tel:(+994 12) 448 47 02 • (+994 70) 887 13 13,"[40.400558266492006, 49.83691926830452]",40.400558266492006,49.83691926830452,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.400558266492006, 49.83691926830452]"" data-lat=""40.400558266492006"" data-long=""49.83691926830452"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Lanset Cərrahlıq Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.sv..."
"Bakı şəhəri, Nizami rayonu, Qara Qarayev pr. 84",177,40.40719329112701,49.945188742327005,,HTC Cliniva Hospital,(+994 55) 282 00 99 • (+994 12) 323 95 01,tel:(+994 55) 282 00 99 • (+994 12) 323 95 01,"[40.40719329112701, 49.945188742327005]",40.40719329112701,49.945188742327005,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40719329112701, 49.945188742327005]"" data-lat=""40.40719329112701"" data-long=""49.945188742327005"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">HTC Cliniva Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Ismayıllı rayonu, M.F.Axundov küçəsi 19",178,40.801335758660294,48.37292523505888,,İsmayıllı Sağlamlıq Mərkəzi,(+994 50) 975 62 62,tel:(+994 50) 975 62 62,"[40.801335758660294, 48.37292523505888]",40.801335758660294,48.37292523505888,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.801335758660294, 48.37292523505888]"" data-lat=""40.801335758660294"" data-long=""48.37292523505888"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">İsmayıllı Sağlamlıq Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.s..."
"Bakı şəhəri, Yasamal rayonu, Mirəli Seyidov küçəsi 43",179,40.38256637723409,49.807284305529215,,Diamond Medical Park,(+994 55) 600 24 00 • (+994 51) 600 24 00,tel:(+994 55) 600 24 00 • (+994 51) 600 24 00,"[40.38256637723409, 49.807284305529215]",40.38256637723409,49.807284305529215,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38256637723409, 49.807284305529215]"" data-lat=""40.38256637723409"" data-long=""49.807284305529215"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Diamond Medical Park</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Salyan rayonu, T.Davudzadə 123",180,39.596887572144034,48.98616238465396,,Aran Regional Klinika,*0052 • (+994 51/70) 367 00 52,tel:*0052 • (+994 51/70) 367 00 52,"[39.596887572144034, 48.98616238465396]",39.596887572144034,48.98616238465396,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.596887572144034, 48.98616238465396]"" data-lat=""39.596887572144034"" data-long=""48.98616238465396"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Aran Regional Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> ..."
"Bakı şəhəri, Yasamal rayonu, M.Xiyabani",181,40.39753182680001,49.79210400320936,,Yasamal Hospital,(+994 50) 711 01 03 (WP) • (012) 525 91 33,tel:(+994 50) 711 01 03 (WP) • (012) 525 91 33,"[40.39753182680001, 49.79210400320936]",40.39753182680001,49.79210400320936,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39753182680001, 49.79210400320936]"" data-lat=""40.39753182680001"" data-long=""49.79210400320936"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Yasamal Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Sumqayıt şəhəri,9-cu mikrorayon 69B",182,40.57478432153027,49.68586038786332,,Qəlb Klinikası,+994 18 644 92 68 • (+994 50) 720 04 68,tel:+994 18 644 92 68 • (+994 50) 720 04 68,"[40.57478432153027, 49.68586038786332]",40.57478432153027,49.68586038786332,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.57478432153027, 49.68586038786332]"" data-lat=""40.57478432153027"" data-long=""49.68586038786332"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Qəlb Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Sum..."
"Şirvan şəhəri, M. İbrahimov küç., 266",183,39.95599725361949,48.943551622768595,,Medikus Klinikası (Şirvan),(+994 99) 312 37 57 • (+994 10) 212 37 57,tel:(+994 99) 312 37 57 • (+994 10) 212 37 57,"[39.95599725361949, 48.943551622768595]",39.95599725361949,48.943551622768595,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.95599725361949, 48.943551622768595]"" data-lat=""39.95599725361949"" data-long=""48.943551622768595"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Medikus Klinikası (Şirvan)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.sv..."
"Bakı şəhəri, Yasamal rayonu, A.M.Şərifzadə küçəsi 55",184,40.38114170890008,49.803830000000005,,Medikus Klinikası,(+994 70) 312 10 70 • (+994 10) 312 10 70,tel:(+994 70) 312 10 70 • (+994 10) 312 10 70,"[40.38114170890008, 49.803830000000005]",40.38114170890008,49.803830000000005,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38114170890008, 49.803830000000005]"" data-lat=""40.38114170890008"" data-long=""49.803830000000005"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Medikus Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Bakı şəhəri, Nərimanov rayonu, Yəhya Bakuvi küç, 24A",185,40.3981337138954,49.86148954971267,,Buta Clinic,+994 50/55/70 207 29 21,tel:+994 50/55/70 207 29 21,"[40.3981337138954, 49.86148954971267]",40.3981337138954,49.86148954971267,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.3981337138954, 49.86148954971267]"" data-lat=""40.3981337138954"" data-long=""49.86148954971267"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Buta Clinic</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı şəh..."
"Bakı şəhəri, Bakıxanov qəsəbəsi, 28 Xəlil bəy Xasməmmədov küçəsi",186,40.43162819820003,49.95857615160467,,Nurlu Diaqnostika Müalicə Mərkəzi,(+994 55) 814 31 44 • +994 12 425 19 02 /42 53,tel:(+994 55) 814 31 44 • +994 12 425 19 02 /42 53,"[40.43162819820003, 49.95857615160467]",40.43162819820003,49.95857615160467,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.43162819820003, 49.95857615160467]"" data-lat=""40.43162819820003"" data-long=""49.95857615160467"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Nurlu Diaqnostika Müalicə Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/locati..."
